Facility_Name,Ownership_Type
MARCELO-PADILLA CHILDREN'S MEDICAL HOSPITAL,Private
MELVEREY MATERNITY AND GENERAL HOSPITAL,Private
MERAKI BIRTHING CENTER,Private
NEZIAH REI LYING-IN CLINIC,Private
PARULAN BARANGAY HEALTH STATION,Government
PASTRANA CLINICAL LABORATORY,Private
PASTRANA CLINICAL LABORATORY,Private
PLARIDEL INFIRMARY (BULACAN MEDICAL CENTER ANNEX),Government
PLARIDEL RURAL HEALTH UNIT I,Government
PLARIDEL RURAL HEALTH UNIT II,Government
PLARIDEL RURAL HEALTH UNIT III,Government
PLARIDEL RURAL HEALTH UNIT III,Government
PLARIDEL RURAL HEALTH UNIT IV,Government
PRIMEHEAL DIAGNOSTIC LABORATORY,Private
R.A. FARIOLA BIRTHING HOME,Private
REINA DEL CIELO MATERNITY AND GENERAL HOSPITAL,Private
RENAL LIFECARE DIALYSIS CENTER CO.,Private
RENAL ONE DIALYSIS CORP,Private
RUEDA BARANGAY HEALTH STATION,Government
RURAL HEALTH UNIT IV PLARIDEL BULACAN,Government
SANTA INES BARANGAY HEALTH STATION,Government
SANTO NIÑO BARANGAY HEALTH STATION,Government
SHERLYN TAYSON IRA BIRTHING CLINIC,Private
SIPAT BARANGAY HEALTH STATION,Government
TABANG BARANGAY HEALTH STATION,Government
TWIN ANGEL'S BIRTHING HOME,Private
ZAFRA PARAISO BIRTHING CLINIC,Private
ABR MEDICAL CLINIC AND LABORATORY,Private
BALATONG A BARANGAY HEALTH STATION,Government
BALATONG B BARANGAY HEALTH STATION,Government
CHONA SAN PEDRO SAMSON LYING-IN CLINIC,Private
DAMPOL I BARANGAY HEALTH STATION,Government
DAMPOL II A BARANGAY HEALTH STATION,Government
DAMPOL II B BARANGAY HEALTH STATION,Government
DR. MAGDALENA S. REYES MEMORIAL HOSPITAL,Private
DRAGONHEALTH MEDICAL CLINIC AND LABORATORY,Private
DULONG MALABON BARANGAY HEALTH STATION,Government
EXPERTISE DIAGNOSTIC CENTER,Private
INAON BARANGAY HEALTH STATION,Government
"JBMA MEDICAL LABORATORY AND DIAGNOSTIC CLINIC, INC.",Private
LONGOS BARANGAY HEALTH STATION,Government
LUMBAC BARANGAY HEALTH STATION,Government
MA. TRINITY LABORATORY & X-RAY DIAGNOSTIC CENTER,Private
MA. TRINITY LABORATORY & X-RAY DIAGNOSTIC CENTER,Private
MANALO-CRUZ MATERNITY AND LYING-IN CLINIC,Private
MENDOZA DIAGNOSTIC CENTER,Private
MENDOZA DIAGNOSTIC CENTER,Private
OUR LADY OF MERCY GENERAL HOSPITAL CO.,Private
OUR LADY OF MERCY GENERAL HOSPITAL INC.,Private
PALTAO BARANGAY HEALTH STATION,Government
PENABATAN BARANGAY HEALTH STATION,Government
POWER HEALTH LABORATORIES INC.,Private
"POWERHEALTH LABORATORIES, INC.",Private
PULILAN RURAL HEALTH UNIT I,Government
PULILAN RURAL HEALTH UNIT II,Government
ROQUE-BAEZ MEDICAL CLINIC & DIAGNOSTIC CENTER,Private
ROQUE-BAEZ MEDICAL CLINIC AND DIAGNOSTIC CENTER,Private
SANTA PEREGRINA BARANGAY HEALTH STATION,Government
SANTO CRISTO BARANGAY HEALTH STATION,Government
ST. CLAIRE CLINIC DR. ARLYN DP. GABRIEL OB-GYNE,Private
ST. JUDE-TENEJERO MATERNITY AND LYING-IN CLINIC,Private
TAAL BARANGAY HEALTH STATION,Government
TABON BARANGAY HEALTH STATION,Government
TENEJERO BARANGAY HEALTH STATION,Government
THE GOOD SHEPHERD HOSPITAL RENAL CENTER CO.,Private
TIBAG BARANGAY HEALTH STATION,Government
VSD DIAGNOSTIC CENTER,Private
VSD MATERNITY CLINIC,Private
ANYATAM BARANGAY HEALTH STATION,Government
BUHOL NA MANGGA BARANGAY HEALTH CENTER,Government
GARLANG BARANGAY HEALTH CENTER,Government
LAPNIT BARANGAY HEALTH CENTER,Government
M.S. MAGBITANG OSPITAL NG SAN ILDEFONSO,Private
MAKAPILAPIL BARANGAY HEALTH CENTER,Government
MATAAS NA PARANG BARANGAY HEALTH CENTER,Government
MATIMBUBONG BARANGAY HEALTH CENTER,Government
NABAONG GARLANG BARANGAY HEALTH CENTER,Government
POBLACION BARANGAY HEALTH CENTER,Government
QUARTERMOON CLINICAL LABORATORY,Private
R DE C GALVEZ MEDICAL CENTER,Private
R. DE C. GALVEZ MEDICAL CENTER INC.,Private
SAN ILDEFONSO CLINICAL LABORATORY AND X-RAY,Private
SAN ILDEFONSO HEALTH CENTER OF AKLE,Government
SAN ILDEFONSO HEALTH CENTER OF ALAGAO,Government
SAN ILDEFONSO HEALTH CENTER OF BAGONG BARRIO,Government
SAN ILDEFONSO HEALTH CENTER OF BASUIT,Government
SAN ILDEFONSO HEALTH CENTER OF BUBULONG MALAKI,Government
SAN ILDEFONSO HEALTH CENTER OF BUBULONG MUNTI,Government
SAN ILDEFONSO HEALTH CENTER OF BULUSUKAN,Government
SAN ILDEFONSO HEALTH CENTER OF CALASAG,Government
SAN ILDEFONSO HEALTH CENTER OF CALAWITAN,Government
SAN ILDEFONSO HEALTH CENTER OF GABIHAN,Government
SAN ILDEFONSO HEALTH CENTER OF MAASIM,Government
SAN ILDEFONSO HEALTH CENTER OF PALAPALA,Government
SAN ILDEFONSO HEALTH CENTER OF PASONG BANGKAL,Government
SAN ILDEFONSO HEALTH CENTER OF PULONG TAMO,Government
SAN ILDEFONSO HEALTH CENTER OF SAPANG PUTIK,Government
SAN ILDEFONSO HEALTH CENTER OF SUMANDIG HFEP,Government
SAN ILDEFONSO HEALTH CENTER OF TELAPATIO,Government
SAN ILDEFONSO HEALTH CENTER OF UMPUCAN HFEP,Government
SAN ILDEFONSO HEALTH CENTER OF UPIG,Government
SAN ILDEFONSO MAIN HEALTH CENTER I,Government
SAN ILDEFONSO MAIN HEALTH CENTER II,Government
SAN ILDEFONSO MAIN HEALTH CENTER III,Government
SAN ILDEFONSO RURAL HEALTH UNIT I,Government
SAN JUAN BARANGAY HEALTH CENTER,Government
SANTA CATALINA BATA BARANGAY HEALTH CENTER,Government
SANTA CATALINA MATANDA BARANGAY HEALTH CENTER,Government
SANTA ELENA DIAGNOSTIC CENTER,Private
SAPANG PUTOL BARANGAY HEALTH CENTER,Government
ST. FRANCES MEDICAL CLINIC AND LABORATORY,Private
ST. ILDEFONSUS MEDICAL LABORATORY,Private
A.L. ARCEGA MATERNITY CLINIC,Private
BAGONG PAG-ASA BARANGAY HEALTH STATION,Government
BAGONG SILANG BARANGAY HEALTH STATION,Government
BALAONG BARANGAY HEALTH STATION,Government
BANTOG BARANGAY HEALTH STATION,Government
BARDIAS BARANGAY HEALTH STATION,Government
BARITAN BARANGAY HEALTH STATION,Government
BATASAN BATA BARANGAY HEALTH STATION,Government
BATASAN MATANDA BARANGAY HEALTH STATION,Government
BIAK NA BATO BARANGAY HEALTH STATION,Government
BUGA BARANGAY HEALTH STATION,Government
BULUALTO BARANGAY HEALTH STATION,Government
CALUMPANG BARANGAY HEALTH STATION,Government
CAMBIO BARANGAY HEALTH STATION,Government
CAMIAS BARANGAY HEALTH STATION,Government
ELADIA HEALTH CENTER AND BIRTHING FACILITY,Government
EMMANUEL HOSPITAL,Private
EMMANUEL HOSPITAL DIALYSIS CENTER,Private
ILOG - BULO BARANGAY HEALTH STATION,Government
KING KABAYO BARANGAY HEALTH STATION,Government
LABNE BARANGAY HEALTH STATION,Government
MAGMARALE BARANGAY HEALTH STATION,Government
MALIBAY BARANGAY HEALTH STATION,Government
MALIGAYA BARANGAY HEALTH STATION,Government
MANDILE BARANGAY HEALTH STATION,Government
MASALIPIT BARANGAY HEALTH STATION,Government
MEDHUB LAB MULTISPECIALTY AND DIAGNOSTIC CLINIC,Private
MJC DIAGNOSTIC CENTER AND MEDICAL CLINIC,Private
NORTH -BUL EYE CARE CENTER,Private
PACALAG BARANGAY HEALTH STATION,Government
PALIWASAN BARANGAY HEALTH STATION,Government
PARTIDA BARANGAY HEALTH STATION,Government
PINAMBARAN BARANGAY HEALTH STATION,Government
PULONG BAYABAS BARANGAY HEALTH STATION,Government
PULONG DUHAT BARANGAY HEALTH STATION,Government
RHU V SAN MIGUEL BULACAN SUPER HEALTH  CENTER,Government
S.I. DOCTORS SPECIALTY CLINIC LABORATORY,Private
SACDALAN BARANGAY HEALTH STATION,Government
SAINT MICHAEL LABORATORY AND DIAGNOSTIC CENTER,Private
SALACOT HEALTH CENTER AND BIRTHING FACILITY,Government
SAN AGUSTIN BARANGAY HEALTH STATION,Government
SAN JUAN BARANGAY HEALTH STATION,Government
SAN MIGUEL DISTRICT HOSPITAL,Government
SAN MIGUEL RURAL HEALTH UNIT I (ELADIA),Government
SAN MIGUEL RURAL HEALTH UNIT II (SANTA RITA MATANDA),Government
SAN MIGUEL RURAL HEALTH UNIT III (SALACOT),Government
SAN MIGUEL RURAL HEALTH UNIT IV (BULIRAN),Government
SAN VICENTE BARANGAY HEALTH STATION,Government
SANTA ELENA DIAGNOSTIC CENTER,Private
SANTA INES BARANGAY HEALTH STATION,Government
SANTA LUCIA BARANGAY HEALTH STATION,Government
SANTA RITA MATANDA HEALTH CENTER AND BIRTHING FACILITY,Government
SAPANG BARANGAY HEALTH STATION,Government
SAVE U MORE DRUG INC.,Private
SIBUL BARANGAY HEALTH STATION,Government
ST. CAMILLUS LABORATORY AND DIAGNOSTIC CENTER,Private
ST. JOSEPH DIAGNOSTIC LABORATORY,Private
ST. REMEDIES MEDICAL AND DIAGNOSTIC CENTER,Private
STA. LUCIA MEDICAL LABORATORY,Private
TARTARO BARANGAY HEALTH STATION,Government
TIBAGAN BARANGAY HEALTH STATION,Government
TIGPALAS BARANGAY HEALTH STATION,Government
TOMAS VILLASEÑOR DIAGNOSTIC CENTER,Private
BANCA-BANCA HEALTH STATION,Government
CAINGIN BARANGAY HEALTH STATION,Government
CAPIHAN BARANGAY HEALTH STATION,Government
CRISTINA TORRES LATUJA LYING-IN AND MATERNITY CLINIC,Private
CROSSHEALTH DIAGNOSTIC LABORATORY,Private
CRUZ NA DAAN BARANGAY HEALTH STATION,Government
D. GATMAITAN HEALTH MED CLINICAL LABORATORY,Private
DILIMAN I BARANGAY HEALTH STATION,Government
DILIMAN II BARANGAY HEALTH STATION,Government
LICO BARANGAY HEALTH STATION,Government
LOVING MOMS BIRTHING HOME,Private
LUZVIMINDA C. SILVERIO BIRTHING HOME,Private
MAASIM BARANGAY HEALTH STATION,Government
MABALAS-BALAS BARANGAY HEALTH STATION,Government
MARONGUILLO BARANGAY HEALTH STATION,Government
MEDICUS DIAGNOSTIC CENTER,Private
"MEDICUS DIAGNOSTIC CENTER SAN RAFAEL, BULACAN",Private
PACO BARANGAY HEALTH STATION,Government
PANSUMALOC BARANGAY HEALTH STATION,Government
PASONG BANGKAL BARANGAY HEALTH STATION,Government
PASONG INTSIK BARANGAY HEALTH STATION,Government
PINACPINACAN BARANGAY HEALTH STATION,Government
PULO BARANGAY HEALTH STATION,Government
PULONG BAYABAS BARANGAY HEALTH STATION,Government
SALAPUNGAN BARANGAY HEALTH STATION,Government
SAN AGUSTIN BARANGAY HEALTH STATION,Government
SAN RAFAEL RURAL HEALTH UNIT I,Government
SAN RAFAEL RURAL HEALTH UNIT II (MAGUINAO),Government
SAN RAFAEL RURAL HEALTH UNIT III AND BIRTHING STATION,Government
SAN RAFAEL RURAL HEALTH UNIT III BIRTHING STATION,Government
SAN ROQUE BARANGAY HEALTH STATION,Government
SAPANG PAHALANG BARANGAY HEALTH STATION,Government
STO. NIÑO LABORATORY AND DIAGNOSTIC CENTER,Private
TALACSAN BARANGAY HEALTH STATION,Government
TAMBUBONG BARANGAY HEALTH STATION,Government
ULINGAO BARANGAY HEALTH STATION,Government
ADYLA BIRTHING HOME,Private
B.A. DIAGNOSTIC & CLINICAL LABORATORY,Private
BAGBAGUIN BARANGAY HEALTH STATION,Government
BALASING BARANGAY HEALTH STATION,Government
BUENAVISTA BARANGAY HEALTH STATION,Government
BULAC BARANGAY HEALTH STATION,Government
CABUHAT-SANTOS WELL FAMILY MIDWIFE CLINIC,Private
CAMANGYANAN BARANGAY HEALTH STATION,Government
CAYSIO BARANGAY HEALTH STATION,Government
DEPLA FAMILY CARE MATERNITY CLINIC & LYING-IN,Private
DR. CABUCO HOSPITAL,Private
DR. FLOCERFIDA CABUHAT-FRANCISCO LYING IN CLINIC,Private
FAST HEALTH DIAGNOSTIC AND MEDICAL CLINIC,Private
FERNANDO MEDICAL CLINIC,Private
GEM NEPHROCARE DIALYSIS CENTER,Private
Global Health and Diagnostic Clinic,Private
GMC BIRTHING HOME CLINIC,Private
GUYONG BARANGAY HEALTH STATION,Government
"HEALING HANDS HEALTH SPECIALISTS, INC.",Private
HEALTHCITY LABORATORY AND DIAGNOSTIC CENTER,Private
I-LAB LABORATORY AND DIAGNOSTIC CENTER,Private
JD DIAGNOSTIC & LABORATORY,Private
JD DIAGNOSTIC AND LABORATORY,Private
LALAKHAN BARANGAY HEALTH STATION,Government
LUCKY CHARM DRUG TESTING CENTER,Private
M.A.G.C. DIAGNOSTIC LABORATORY,Private
MAG-ASAWANG SAPA BARANGAY HEALTH STATION,Government
MAHABANG PARANG BARANGAY HEALTH STATION,Government
MANGGAHAN BARANGAY HEALTH STATION,Government
"MATEO'S DIAGNOSTIC CLINIC AND GENERAL HOSPITAL, INC.",Private
MENDOZA GENERAL HOSPITAL,Private
"MSR HEALTH CARE, INC.",Private
MULTI-LIFECARE FOUNDATION INC.,Private
"NEW WORLD DIAGNOSTICS, INC.",Private
O. CASTILLO DIAGNOSTIC LABORATORY & MEDICAL CLINIC,Private
PARADA BARANGAY HEALTH STATION,Government
R. NIETO MEDICAL CLINIC & DIAGNOSTIC LABORATORY,Private
RAPIDDX DIAGNOSTIC CENTER,Private
RAPOLI LABORATORY CLINIC,Private
RE DE JESUS MULTI-SPECIALTY CLINIC AND DIAGNOSTIC CENTER,Private
RE DE JESUS MULTISPECIALTY CLINIC & DIAGNOSTIC CENTER,Private
REMALYN DIAGNOSTIC CLINIC,Private
REMALYN DIAGNOSTIC CLINIC,Private
REMEDIOS ESPINOLA GONZALES LYING IN CLINIC,Private
RENAL CENTER AND MULTI-SPECIALTY CLINIC CORP,Private
RENAL ONE DIALYSIS CORP.,Private
REYMALYN MATERNITY AND DIAGNOSTIC CLINIC,Private
ROGACIANO M. MERCADO MEMORIAL HOSPITAL,Government
SAINT MARY'S VILLAGE HEALTH CENTER,Government
SAN GABRIEL BARANGAY HEALTH STATION,Government
SAN JOSE PATAG BARANGAY HEALTH STATION,Government
SAN VICENTE BARANGAY HEALTH STATION,Government
SANTA CLARA BARANGAY HEALTH STATION,Government
SANTA CRUZ BARANGAY HEALTH STATION,Government
SANTA MARIA RURAL HEALTH UNIT I,Government
SANTA MARIA RURAL HEALTH UNIT II,Government
SANTA MARIA RURAL HEALTH UNIT III,Government
SANTA MARIA RURAL HEALTH UNIT IV,Government
SANTA MARIA RURAL HEALTH UNIT V,Government
SANTA MARIA RURAL HEALTH UNIT VI,Government
SILANGAN BARANGAY HEALTH STATION,Government
ST. DOMINIC RENALCARE DIALYSIS CENTER,Private
ST. JOSEPH OF PADUA MEDICAL LABORATORY,Private
ST. LOUISE DIAGNOSTIC CLINIC,Private
"ST. MARY'S MEDICAL SERVICES, INC.",Private
"STA. MARIA MEDICAL CENTER, INC.",Private
THE MEDICAL CITY CLINIC,Private
TINA GERONA LYING-IN CLINIC,Private
VMCD DIAGNOSTICS & LABORATORY,Private
VMCD MEDICAL/LYING-IN CLINIC,Private
"ANGELES UNIVERSITY FOUNDATION MEDICAL CENTER, INC.",Private
RAFAEL LAZATIN MEMORIAL MEDICAL CENTER,Government
PRI MEDICAL CENTER,Private
AC SACRED HEART MEDICAL CENTER,Private
ST. CATHERINE OF ALEXANDRIA FOUNDATION AND MEDICAL CENTER,Private
"HOLY FAMILY MEDICAL CENTER, INC.",Private
RGB FAMILY MEDICAL AND LYING IN CLINIC,Private
CRESILDA BIRTHING HOME CLINIC,Private
ESMERALDA Q. VELASQUEZ BIRTHING CLINIC,Private
CAHILI BIRTHING FACILITY,Private
JOMYRA BIRTHING CLINIC,Private
MOTHER BLES BIRTHING CLINIC (PULUNG CACUTUD),Private
SONIA M. ZABALA BIRTHING HOME CLINIC,Private
YS ESTRADA BIRTHING CLINIC,Private
"ACCUMED ADVANCED REPRODUCTIVE TECHNOLOGY (ACCU-ART), INC.",Private
"ACCURATE MEDICAL DIAGNOSTIC CENTER (ACCUMED), INC.",Private
ACE HUB MEDICAL DIAGNOSTIC LABORATORY,Private
ACE HUB MEDICAL DIAGNOSTIC LABORATORY,Private
AGAPAO DIAGNOSTIC LABORATORY,Private
AGAPITO DEL ROSARIO BARANGAY HEALTH STATION,Government
AMSIC BARANGAY HEALTH STATION,Government
ANGELES CITY SATELLITE HIV TREATMENT HUB (BALE ANGELEÑO),Government
"ANGELES MEDICAL CENTER, INC.",Private
"ANGELES MEDICAL CENTER, INC.",Private
ANGELES RURAL HEALTH UNIT I,Government
ANGELES RURAL HEALTH UNIT II,Government
ANGELES RURAL HEALTH UNIT III,Government
ANGELES RURAL HEALTH UNIT IV,Government
ANGELES RURAL HEALTH UNIT V,Government
ANGELES RURAL HEALTH UNIT VI,Government
ANGELES UNIVERSITY FOUNDATION MEDICAL CENTER,Private
"ANGELES UNIVERSITY FOUNDATION MEDICAL CENTER, INC.",Private
ANUNAS BARANGAY HEALTH STATION,Government
ASTROCLARK DIAGNOSTIC CENTER,Private
Athenahealth Medical and Diagnostic Clinic,Private
AVENTUS MEDICAL CARE INC.,Private
"AVENTUS MEDICAL CARE, INC.",Private
BETHESDA MULTI-SPECIALTY CLINIC,Private
BIO ASSAY DIAGNOSTIC CENTER,Private
Bio R9L Inc.,Private
BIOASSAY DRUG TESTING INC.,Private
CALARA BIRTHING CLINIC,Private
CAPAYA BARANGAY HEALTH STATION,Government
CARANTO MEDICAL CLINIC,Private
CHAMIEL'S HEART BIRTHING CLINIC,Private
CHEON ANN MEDICAL CLINIC AND LABORATORY,Private
CITY HEALTH OFFICE - ANGELES CITY,Government
CLABJANFAITH BIRTHING HOME CLINIC,Private
CLARK DEVELOPMENT CORPORATION - CLINICAL LABORATORY,Government
CLARO M. RECTO BARANGAY HEALTH STATION,Government
"CLINICA HENSON EYE EAR NOSE THROAT FOUNDATION, INC.",Private
COMMUSERV DIAGNOSTIC SERVICES,Private
COMMUSERV DIAGNOSTIC SERVICES,Private
COSY ASSISTED REPRODUCTIVE TECH. CENTER CORPORATION,Private
CRESILDA BIRTHING HOME CLINIC,Private
CUAYAN BARANGAY HEALTH STATION,Government
CUTCUT BARANGAY HEALTH STATION,Government
CUTUD BARANGAY HEALTH STATION,Government
DIVINE GRACE BIRTHING HOME,Private
DR. AMANDO L. GARCIA MEDICAL CENTER,Private
EBENEZER BIODIAGNOSTIC LABORATORY,Private
FIRST CHOICE DIAGNOSTIC LABORATORY,Private
FIRST LINE HEALTHCARE DIAGNOSTICS CENTER INC.,Private
FIRST LINE HEALTHCARE DIAGNOSTICS CENTER INC.,Private
FULLY AUTOMATED STANDARDIZED TESTS MEDICAL DIAGNOSTICS INC.,Private
GENCHECK DIAGNOSTICS AND MEDICAL SUPPLY TRADING,Private
GP-LEGEND LABORATORY AND DIAGNOSTIC CENTER,Private
H & E DIALYSIS CENTER,Private
HEALTHMARK MEDICAL CLINIC AND LABORATORY,Private
HEMOLINE MEDICAL CLINIC & DIAGNOSTIC LABORATORY,Private
HEMOLINE MEDICAL CLINIC AND DIAGNOSTIC LABORATORY,Private
HI-PRECISION DIAGNOSTICS,Private
HI-PRECISION DIAGNOSTICS,Private
HOLY FAMILY CLINIC,Private
ICARE WELLNESS CLINIC AND DIAGNOSTIC CENTER INC.,Private
iCARE WELLNESS CLINIC AND DIAGNOSTICS CENTER INC.,Private
KNR DIAGNOSTIC CENTER,Private
LabCorp of the Philippines Medical Inc.,Private
LEGACY DIAGNOSTIC SERVICE COOPERATIVE,Private
Liberty-Pharmacy and Diagnostic Clinic,Private
LIFECHECK DIAGNOSTIC LABORATORY,Private
LOURDES SUR BARANGAY HEALTH STATION,Government
MALABANIAS BARANGAY HEALTH STATION,Government
MARGOT BARANGAY HEALTH STATION,Government
MCR LYING-IN CLINIC,Private
MDLAB DIAGNOSTIC CENTER INC.,Private
"MDLAB DIAGNOSTIC CENTER, INC.",Private
"MEDICARD PHILIPPINES, INC.",Private
"MEDICARD PHILIPPINES, INC.",Private
"MEDICARD PHILIPPINES, INC. - CLARK",Private
MEDLIFE DIAGNOSTIC CENTER,Private
MH CHUA EYE CENTER,Private
MIH DRUG TESTING CENTER,Private
MINING BARANGAY HEALTH STATION,Government
MJM RENAL CARE,Private
MLSOLIMAN MEDICAL DIAGNOSTIC LABORATORY,Private
NINOY AQUINO BARANGAY HEALTH STATION,Government
O2 MEDLINK INC.,Private
PAMPANG BARANGAY HEALTH STATION,Government
PAMPANGA HEALTHCARE AND DIAGNOSTIC CENTER (PHDCI) INC.,Private
PAMPANGA HEALTHCARE AND DIAGNOSTIC CENTER INC.,Private
PAMPANGA MEDICAL LABORATORY AND DIAGNOSTIC CENTER,Private
PARIAN DIAGNOSTIC LABORATORY,Private
PROMPT AMBULANCE AND HEALTH SERVICES CORPORATION,Private
PULUNG MARAGUL BARANGAY HEALTH STATION,Government
PULUNGBULU BARANGAY HEALTH STATION,Government
QUADLAB MEDICAL AND LABORATORY SERVICES,Private
"QUEST DIAGNOSTICS, INC",Private
"QUESTDIAGNOSTICS, INC.",Private
RENAL CLINICAL CARE SERVICES INC.,Private
SAINT JOSEPH DIAGNOSTIC LABORATORY,Private
SAINT JOSEPH DIAGNOSTIC LABORATORY,Private
"SAINT MARY KIDNEY CARE, INC.",Private
SALAPUNGAN BARANGAY HEALTH STATION,Government
SAN JOSE BARANGAY HEALTH STATION,Government
SAN NICOLAS BARANGAY HEALTH STATION,Government
SANTA TERESITA BARANGAY HEALTH STATION,Government
SANTA TRINIDAD BARANGAY HEALTH STATION,Government
SANTO CRISTO BARANGAY HEALTH STATION,Government
SANTO ROSARIO BARANGAY HEALTH STATION,Government
SAPALIBUTAD BARANGAY HEALTH STATION,Government
SAPANGBATO BARANGAY HEALTH STATION,Government
SINGAPORE DIAGNOSTICS,Private
SINGAPORE DIAGNOSTICS,Private
SINGAPORE DIAGNOSTICS,Private
SMILE CRESCENT DIAGNOSTIC LABORATORY & MEDICAL CLINIC,Private
SMILE CRSCENTDIAGNOSTIC LABORATORY & MEDICAL CLINIC,Private
SOLIMAN PAROLI EYE CARE (SPEC) INC.,Private
SONIA M. ZABALA BIRTHING HOME CLINIC,Private
SONOTECH DIAGNOSTIC CENTER AND POLYCLINIC,Private
SOWER DIAGNOSTIC LABORATORY,Private
SPECTRUM DIAGNOSTIC CENTER,Private
TABUN BARANGAY HEALTH STATION,Government
THE HEART SPECIALISTS CLINIC AND DIAGNOSTIC CENTER,Private
VIRGEN DE LOS REMEDIOS BARANGAY HEALTH STATION,Government
WHITECROSS DIAGNOSTIC LABORATORY,Private
JAMES L. GORDON MEMORIAL HOSPITAL,Government
RIDON'S ST. JUDE MEDICAL CENTER,Private
"ULTICARE MEDICAL CENTER, INC.",Private
ZAMBALES MEDICAL MISSION GROUP COOP HOSPITAL,Private
MOTHER AND CHILD GENERAL HOSPITAL,Private
ORARIO'S BIRTHING HOME,Private
TISON-MERCY BIRTHING HOME,Private
LIZA FREDELUCES DE CASTRO BIRTHING HOME,Private
LIZA FREDELUCES DE CASTRO BIRTHING HOME,Private
ST. MARGARET LYING-IN CLINIC,Private
REMEDIOS WOMEN'S HEALTH CLINIC,Private
TUBBAN-LAB OBGYNE & MEDICAL DIAGNOSTIC CENTER,Private
"ARCC HEALTH CARE, INC.",Private
ASINAN BARANGAY HEALTH STATION,Government
AVITUS KIDNEY CARE AND DIALYSIS CENTER CORPORATION,Private
AVITUS KIDNEY CARE AND DIALYSIS CENTER CORPORATION,Private
AVITUS KIDNEY CARE AND DIALYSIS CENTER CORPORATION,Private
AVITUS KIDNEY CARE AND DIALYSIS CENTER CORPORATION,Private
"B. BRAUN AVITUM PHILIPPINES, INC.",Private
BARRETTO HEALTH CENTER,Government
BIOLINE DIAGNOSTIC LABORATORY,Private
BOROUGH MEDICAL CARE INSTITUTE INCORPORATED,Private
BSE HORIZON DIAGNOSTIC LABORATORY,Private
CARMELA MEDICAL CENTRE INC,Private
CITY HEALTH OFFICE - OLONGAPO CITY,Government
"DRUGCHECK PHILIPPINES, INC.",Private
EAST BAJAC BAJAC HEALTH CENTER,Government
EAST TAPINAC RURAL HEALTH UNIT,Government
FERIA'S BIRTHING HOME,Private
FORESTRY BARANGAY HEALTH STATION,Government
GORDON HEIGHTS RURAL HEALTH UNIT,Government
HI-PRECISION DIAGNOSTICS PLUS,Private
HI-PRECISION DIAGNOSTICS PLUS,Private
INFINITY HEALTH CLINIC,Private
IRAM HEALTH CENTER,Government
JAMES L. GORDON MEMORIAL HOSPITAL,Government
KABABAE BARANGAY HEALTH STATION,Government
KALAKLAN BARANGAY HEALTH STATION,Government
KALALAKE BARANGAY HEALTH STATION,Government
LAB1 DIAGNOSTIC CENTER,Private
LAB1 DIAGNOSTIC CENTER-OLONGAPO BRANCH,Private
LACEDA MEDICAL CLINIC,Private
LACEDA MEDICAL CLINIC,Private
MABAYUAN BARANGAY HEALTH STATION,Government
MEDHUB LAB MULTISPECIALTY AND DIAGNOSTIC CLINIC,Private
MEDHUB-LAB MULTISPECIALTY AND DIAGNOSTIC CLINIC,Private
Mirabueno Diagnostic Laboratory,Private
MONTE ZION AND MEDICAL CENTER CORP.,Private
MONTE ZION DIAGNOSTIC AND MEDICAL CENTER CORPORATION,Private
NEW BANICAIN HEALTH CENTER,Government
NEW CABALAN HEALTH CENTER,Government
NEW ILALIM HEALTH CENTER,Government
OLD CABALAN BARANGAY HEALTH STATION,Government
OLONGAPO AMBULATORY CARE MULTISPECIALTY CLINIC,Private
OLONGAPO CITY MOLECULAR DIAGNOSTIC LABORATORY,Government
OLONGAPO HEALTH CARE SPECIALIST'S CLINIC AND DIAGNOSTIC LABORATORY,Private
PAG-ASA RURAL HEALTH CENTER,Government
PHILIPPINE RED CROSS - OLONGAPO CITY,Private
PUROK SINGKO-MEDYA HEALTH CENTER,Government
"QUALITY RENAL CARE, INC.",Private
RIDON'S ST. JUDE MEDICAL CENTER CORPORATION,Private
